Agent1	Agent2	wrTu1sq	wrTu1ac1	wrTu1ac2	wrTu1neg	wrTu1cp1	wrTu1cp2	wrTu1wr1	wrTu1wr2	wrTu2sq	wrTu2ac2	wrTu2ac1	wrTu2neg	wrTu2cp2	wrTu2cp1	wrTu2wr2	wrTu2wr1	predicted	groundtruth
ITA	TUR	-0.397063	-1.333193	0.698458	0.569965	-1.396439	1.070408	0.910293	0.87867	0.2873	-0.957088	1.377218	-0.767439	-1.875844	1.409477	-1.194558	-1.653936	Acq2	Cap2
GBR	DEU	-0.042607	-1.108664	1.042185	0.446535	-1.385601	1.072993	0.338874	0.200406	0.107277	-1.021053	1.185508	-0.465898	-1.76946	1.196227	-0.829382	-1.203585	Nego	Cap2
BEL	DEU	0.431156	-0.775392	1.427028	0.123097	-1.367437	1.251135	-0.348818	-0.64484	0.107277	-0.986441	1.154025	-0.170399	-1.605196	0.989649	-0.644153	-0.95353	SQ	Cap2
FRA	DEU	0.245688	-0.946789	1.315383	0.374867	-1.362547	1.171842	0.023447	-0.184433	0.107277	-1.030933	1.194474	-0.438386	-1.764668	1.129056	-0.870671	-1.237539	Nego	Cap2
POL	DEU	0.409891	-0.80556	1.42131	0.064907	-1.414668	1.261087	-0.39987	-0.704424	0.107277	-0.999925	1.166303	-0.123429	-1.595306	1.000454	-0.586969	-0.88466	SQ	War1
POL	LTU	0.409891	-0.80556	1.42131	1.205898	-0.902294	1.051069	0.78729	0.738923	0.340354	-0.852113	1.367003	-0.742231	-1.802597	1.346706	-1.237769	-1.713011	Nego	War1
HUN	AUT	0.275269	-0.87945	1.30207	-0.155248	-1.547479	1.210688	-0.580643	-0.914658	0.356743	-0.825517	1.36876	0.233267	-1.342996	1.235937	-0.158295	-0.417035	SQ	War1
xxx	ALB	0.509731	-0.736475	1.494844	0.485388	-1.188878	1.215717	-0.019941	-0.246143	0.423785	-0.796109	1.431857	-0.221052	-1.538001	1.300291	-0.723564	-1.094509	SQ	War1
RUS	EST	-0.020966	-1.047121	1.013613	0.989683	-1.058734	1.034335	1.004599	0.998793	0.387318	-0.785016	1.379038	-0.773478	-1.779685	1.37915	-1.270701	-1.768035	Acq2	Acq1
RUS	LVA	-0.020966	-1.047121	1.013613	0.980119	-1.063374	1.034238	0.992618	0.984492	0.456003	-0.737123	1.432059	-0.723025	-1.730624	1.432195	-1.21964	-1.71639	Acq2	Acq1
RUS	TUR	-0.020966	-1.047121	1.013613	0.923715	-1.090745	1.033664	0.921954	0.900142	-0.089455	-1.087865	0.943844	-0.978606	-2.034088	0.944972	-1.45059	-1.923702	Nego	Nego
GBR	GRC	-0.057406	-1.114129	1.024251	0.871947	-1.185353	1.077568	0.889653	0.854041	0.177657	-0.975065	1.245728	-0.840898	-1.914651	1.249197	-1.307223	-1.777016	Acq2	Acq1
GBR	TUR	-0.305096	-1.380555	0.928906	0.872331	-1.405053	1.226528	1.157704	1.145455	0.278002	-1.092602	1.466608	-1.022764	-2.065313	1.474934	-1.500793	-1.987149	Acq2	Cap2
FRA	DEU	0.232435	-0.951144	1.301141	0.436129	-1.335204	1.157975	0.100933	-0.091097	0.08849	-1.038442	1.17392	-0.479961	-1.786006	1.115245	-0.912418	-1.286199	Nego	Cap2
FRA	GRC	0.232435	-0.951144	1.301141	1.024987	-1.073755	1.097205	0.759746	0.698441	0.177657	-0.984873	1.25406	-0.817902	-1.910297	1.236725	-1.297948	-1.76066	Nego	Acq1
FRA	TUR	-0.005816	-1.240041	1.231858	1.098014	-1.294187	1.237358	1.076442	1.049369	0.278002	-1.092602	1.466608	-1.01499	-2.062276	1.466784	-1.499651	-1.984487	Nego	Cap2
xxx	AUT	0.386628	-0.017975	0.768425	0.350532	-0.549374	0.587251	-0.096342	-0.362042	0.390914	-0.013934	0.772667	0.323667	-0.584744	0.60673	-0.127675	-0.41308	SQ	Acq1
ITA	AUT	0.09271	-0.993044	1.13828	0.322162	-1.37596	1.08107	0.073494	-0.117964	0.390914	-0.800273	1.394216	-0.321619	-1.582157	1.373994	-0.732782	-1.123724	Nego	Acq1
ITA	TUR	-0.440102	-1.354386	0.646668	0.516296	-1.419538	1.058097	0.895149	0.862573	0.278002	-0.962795	1.36978	-0.751085	-1.872033	1.409725	-1.165759	-1.620378	Acq2	Cap2
xxx	AUT	0.491604	-0.254857	1.142732	0.437014	-0.759811	0.899365	-0.05883	-0.311307	0.390914	-0.342146	1.050618	0.124682	-1.006965	0.885842	-0.372504	-0.704913	SQ	Acq1
xxx	HUN	0.491604	-0.746328	1.480092	0.290134	-1.280799	1.251236	-0.205958	-0.473193	0.293218	-0.880337	1.326715	-0.213672	-1.578276	1.17822	-0.711136	-1.060106	SQ	Nego
ROU	HUN	0.575692	-0.700562	1.546873	0.401553	-1.210174	1.264561	-0.135565	-0.390371	0.293218	-0.892984	1.336347	-0.259238	-1.608708	1.172691	-0.780755	-1.138617	SQ	Nego
ITA	xxx	0.108133	-0.996976	1.164886	0.144728	-1.468864	1.10778	-0.148322	-0.384267	0.57787	-0.68467	1.540361	-0.17133	-1.453959	1.515413	-0.580922	-0.965566	Nego	Acq1
ITA	GRC	0.108133	-0.968	1.138493	0.596608	-1.225245	1.058176	0.387669	0.259047	0.25457	-0.874216	1.269682	-0.584092	-1.738891	1.255049	-1.031062	-1.463399	Nego	Cap2
xxx	BGR	0.57787	-0.68467	1.540361	0.42549	-1.185729	1.252038	-0.113363	-0.363892	0.404111	-0.806688	1.414996	-0.217724	-1.54159	1.261804	-0.738367	-1.105819	SQ	Acq1
RUS	GBR	-0.085503	-1.12736	0.992838	-0.584118	-1.871138	1.014745	-0.934099	-1.305988	-0.0738	-1.120717	1.004768	0.580278	-1.320432	1.073195	0.548847	0.44899	Nego	Cap2
LTU	FRA	0.359271	-0.870443	1.403915	-0.78751	-1.833978	1.390814	-1.282378	-1.764146	0.267561	-0.929168	1.330474	1.182755	-0.994541	0.99469	0.814284	0.781598	Nego	War1
ITA	TUR	-0.350723	-1.3101	0.752992	0.600588	-1.383972	1.077807	0.888467	0.851531	0.28828	-0.956485	1.377999	-0.756347	-1.870754	1.408067	-1.183414	-1.640548	Acq2	Acq1
GBR	TUR	-0.286193	-1.475661	1.089499	1.037273	-1.496021	1.369865	1.307459	1.297279	0.206443	-1.270122	1.520903	-1.198827	-2.244578	1.528214	-1.678744	-2.165972	Acq2	Nego
FRA	ITA	0.296515	-0.010687	0.593606	0.384646	-0.35648	0.399624	0.017767	-0.155129	0.256216	-0.048928	0.552758	0.127164	-0.756263	0.465978	-0.313283	-0.666951	Nego	Acq1
GRC	BGR	0.176689	-0.924659	1.201292	0.34147	-1.3291	1.096063	0.034021	-0.1682	0.311861	-0.836239	1.317992	-0.427433	-1.64647	1.284462	-0.866078	-1.271194	Nego	War1
GRC	TUR	-0.778057	-1.51298	0.201449	0.137602	-1.550221	0.95053	0.868063	0.849442	0.206443	-1.006071	1.310929	-0.771657	-1.9049	1.389646	-1.142355	-1.591769	Acq2	Nego
FRA	ITA	0.353233	-0.065978	0.750157	0.511617	-0.358258	0.500168	0.115487	-0.030653	0.188357	-0.218075	0.583639	-0.033141	-0.987402	0.502158	-0.499286	-0.883949	Nego	Acq1
ITA	xxx	0.188357	-0.505678	0.850097	0.647768	-0.654913	0.68985	0.412904	0.338286	0.639438	-0.115876	1.267275	-0.013621	-1.041947	1.25335	-0.490582	-0.953618	Nego	War1
BGR	ROU	0.332023	-0.888101	1.382568	-0.82327	-1.85955	1.373089	-1.318474	-1.804198	0.816796	-0.541456	1.703503	1.444595	-0.656785	1.409772	1.093199	1.035534	Nego	Nego
ITA	GBR	0.197511	-0.367268	0.739832	-0.12435	-1.14785	0.696495	-0.557979	-0.94827	-0.083597	-0.604153	0.445355	0.197301	-0.840505	0.294525	-0.071704	-0.18988	Nego	Acq1
ITA	FRA	0.197511	-0.166916	0.552524	-0.000442	-0.935523	0.506822	-0.430449	-0.814752	0.361838	-0.013337	0.718639	0.507406	-0.301916	0.578125	0.222603	0.078313	Nego	Acq1
ITA	ESP	0.197511	-0.499814	0.860693	0.708831	-0.611435	0.685228	0.477556	0.421745	-0.058408	-0.703398	0.595627	-0.576016	-1.605339	0.576259	-1.046354	-1.497324	Nego	Acq1
GRC	BGR	0.502417	-0.737769	1.487278	1.137675	-0.894891	1.063802	0.635637	0.557076	0.273429	-0.892308	1.309611	-0.693464	-1.802003	1.26424	-1.193682	-1.64853	Nego	Cap2
BGR	xxx	0.320402	-0.953999	1.415894	-0.793111	-1.886111	1.394143	-1.280919	-1.746975	0.715296	-0.689965	1.677594	1.144066	-0.915314	1.429395	0.783192	0.670517	Nego	Cap2
BGR	GRC	0.439755	-0.452313	1.211639	-0.251975	-1.331914	1.158693	-0.744722	-1.184522	0.45236	-0.441996	1.222595	0.901786	-0.634721	0.867592	0.450421	0.354058	Nego	Cap2
FRA	TUR	0.147397	-0.745223	0.997865	0.805861	-0.855374	0.866704	0.619624	0.564548	0.265783	-0.657981	1.110077	-0.547335	-1.595401	1.100853	-1.02527	-1.49398	Nego	Cap1
xxx	DEU	0.488279	-0.414697	1.255113	-0.310474	-1.352281	1.224637	-0.809742	-1.278534	0.673092	-0.256774	1.405342	1.064603	-0.461777	1.017161	0.573921	0.47142	Nego	Acq1
ITA	DEU	0.275063	-0.155701	0.687569	-0.036146	-1.013926	0.648571	-0.504256	-0.933368	0.673092	0.222324	1.072908	0.872458	-0.013338	0.862666	0.544386	0.426555	Nego	Acq1
ITA	ALB	0.275063	-0.360749	0.871557	0.724468	-0.48011	0.629325	0.422556	0.362875	0.41781	-0.236304	1.00908	-0.129112	-1.150232	0.985405	-0.609751	-1.066715	Nego	Acq1
xxx	DEU	0.54087	-0.522831	1.399774	-0.402179	-1.460077	1.365832	-0.904744	-1.373367	0.673092	-0.415647	1.497976	0.929268	-0.712836	1.117847	0.400545	0.25195	Nego	Acq1
TUR	GBR	-0.01077	-0.98277	0.965076	-0.769448	-1.873253	0.966255	-1.21351	-1.658752	0.416092	-0.694045	1.352562	0.973121	-0.879445	1.361335	0.889194	0.796494	Nego	Cap2
TUR	BGR	-0.004822	-0.59288	0.583846	0.273828	-0.856338	0.587398	0.14565	0.013921	0.28397	-0.35172	0.879105	-0.063721	-1.117731	0.880234	-0.445598	-0.828604	Nego	Acq1
DEU	BEL	0.605581	0.446258	0.7589	0.587214	-0.102889	0.485873	0.039613	-0.234961	0.406398	0.248491	0.56053	0.398319	-0.271352	0.269757	-0.152376	-0.412298	SQ	Nego
DEU	FRA	0.605581	0.260954	0.923202	0.653553	-0.146219	0.564197	0.090962	-0.112625	0.434445	0.094322	0.756228	0.280428	-0.624511	0.585959	-0.249258	-0.608674	Nego	Nego
DEU	ESP	0.605581	-0.361561	1.381491	0.925097	-0.623397	0.934474	0.347162	0.216244	-0.13896	-0.924927	0.680255	-0.659156	-1.759356	0.579989	-1.176637	-1.593852	Nego	War1
ITA	ESP	0.227446	-0.448617	0.86666	0.604485	-0.647947	0.684551	0.322711	0.223046	-0.13896	-0.742383	0.483623	-0.512445	-1.554832	0.440965	-0.961327	-1.367552	Nego	War1
RUS	DEU	0.160934	-0.764572	1.037086	-0.228663	-1.467119	0.989216	-0.627807	-0.979081	0.605581	-0.423719	1.420187	0.342782	-1.008025	1.353287	-0.016271	-0.308424	SQ	Cap2
ITA	GBR	0.204831	-0.573127	0.938807	-0.063185	-1.23585	0.869723	-0.463631	-0.794992	-0.128029	-0.82578	0.593507	0.087122	-1.182569	0.461758	-0.223022	-0.401416	Nego	War1
ITA	FRA	0.204831	-0.628874	0.988049	-0.065256	-1.2803	0.91665	-0.462368	-0.788081	0.277036	-0.572937	1.056864	0.261746	-1.060799	0.951963	-0.087087	-0.331018	SQ	Cap2
ITA	RUS	0.204831	-0.719808	1.067382	-0.232361	-1.447063	1.011515	-0.651856	-1.015483	-0.002173	-0.866534	0.862793	0.29298	-1.196033	0.725454	-0.009108	-0.173858	Nego	Cap2
ITA	DNK	0.204831	-0.995371	1.299997	1.04093	-1.108236	1.118284	0.802786	0.746353	0.173977	-1.013855	1.273559	-0.825317	-1.931431	1.256676	-1.300988	-1.759776	Nego	Cap2
TUR	FRA	0.149305	-0.145025	0.43898	-0.128206	-1.116225	0.43468	-0.618105	-1.103705	0.277036	-0.024516	0.569493	0.547822	-0.060997	0.425635	0.385724	0.367484	Nego	Acq1
DEU	AUT	0.507447	-0.51364	1.350112	1.000379	-0.701291	0.937888	0.494329	0.400504	0.279785	-0.687554	1.155713	-0.546067	-1.610795	1.116762	-1.046638	-1.508259	Nego	Cap2
DEU	xxx	0.507447	-0.397109	1.270188	0.714676	-0.73029	0.931812	0.209711	0.043121	0.474501	-0.424447	1.242165	-0.188151	-1.282665	1.170218	-0.689207	-1.118316	Nego	War1
HUN	xxx	0.360087	-0.884639	1.414899	-0.397142	-1.672641	1.338562	-0.867481	-1.261482	0.474501	-0.809159	1.499369	0.520592	-1.233143	1.291953	0.101184	-0.110808	Nego	War1
xxx	POL	0.474501	-0.368419	1.201317	-0.208746	-1.266699	1.153051	-0.706152	-1.155292	0.59193	-0.267493	1.301391	0.933877	-0.501745	0.938043	0.453403	0.336277	Nego	War1
xxx	HUN	0.603341	-0.411277	1.409669	0.766279	-0.764604	1.019505	0.199451	0.022788	0.360087	-0.604887	1.209512	-0.346955	-1.462729	1.123742	-0.861646	-1.290566	Nego	Acq1
RUS	POL	0.048836	-0.5933	0.683651	0.091968	-1.056656	0.657443	-0.165918	-0.397595	0.59193	-0.129755	1.205611	0.286713	-0.81788	1.190381	-0.07258	-0.416643	Nego	Acq1
LTU	POL	0.119051	-1.07694	1.252568	-1.003164	-2.04527	1.248797	-1.491099	-1.975264	0.59193	-0.782227	1.60735	1.392591	-0.872101	1.498999	1.239303	1.194366	Nego	War1
TUR	FRA	0.08248	-0.186723	0.34953	-0.120387	-1.06302	0.339327	-0.568739	-1.006887	0.428801	0.1433	0.701465	0.614295	-0.012872	0.631865	0.46661	0.388525	Nego	Nego
GBR	USA	0.642322	-1.415431	1.895705	-1.210558	-2.353557	1.855962	-1.719364	-2.188427	-0.771665	-1.791095	0.840299	0.762724	-1.820576	0.216913	0.124597	0.109857	Nego	Cap2
GBR	NLD	0.16449	-1.032859	1.276745	0.778269	-1.248687	1.147757	0.541368	0.433454	0.005015	-1.123985	1.131574	-0.72764	-1.948265	1.10267	-1.168684	-1.580824	Nego	Cap2
GBR	ITA	0.16449	-1.107265	1.339881	-0.094543	-1.693426	1.271809	-0.455696	-0.748776	0.06997	-1.158264	1.25859	-0.013719	-1.684696	1.180693	-0.354832	-0.618048	SQ	War1
CHE	DEU	0.06132	-1.092432	1.184542	-0.917554	-2.01563	1.179832	-1.383862	-1.845461	0.172026	-1.028498	1.283308	1.048449	-1.130089	1.228218	0.942563	0.891768	Nego	Acq1
DEU	USA	0.172026	-1.028498	1.283308	-0.036955	-1.599594	1.209525	-0.396285	-0.681833	-0.398676	-1.335438	0.698555	0.063069	-1.647871	0.580275	-0.211427	-0.367643	Nego	Cap2
DEU	NLD	0.172026	-1.028498	1.283308	0.981833	-1.158905	1.133716	0.767037	0.701833	0.005015	-1.124048	1.131637	-0.892203	-2.021266	1.113956	-1.358493	-1.807101	Nego	War1
DEU	BEL	0.172026	-1.028498	1.283308	0.923344	-1.184205	1.138068	0.70025	0.622397	-0.003641	-1.128858	1.123342	-0.853297	-2.006506	1.102295	-1.313169	-1.751993	Nego	War1
DEU	LUX	0.172026	-1.028498	1.283308	1.033217	-1.136678	1.129892	0.825711	0.771621	0.052304	-1.097535	1.176192	-0.910943	-2.015471	1.162075	-1.384029	-1.842996	Nego	War1
DEU	xxx	0.172026	-1.028498	1.283308	0.896083	-1.195997	1.140096	0.669121	0.585372	0.320722	-0.938567	1.405123	-0.749608	-1.857942	1.391253	-1.223165	-1.682853	Nego	Cap2
DEU	RUS	0.172026	-0.789509	1.07673	-0.045392	-1.390784	1.008139	-0.414621	-0.715258	0.358388	-0.654811	1.245089	0.067667	-1.274539	1.179672	-0.307613	-0.617478	SQ	War1
DEU	EST	0.172026	-0.466149	0.785198	0.678402	-0.551494	0.627854	0.478385	0.435712	0.294146	-0.363055	0.906526	-0.284533	-1.301206	0.895887	-0.764248	-1.233323	Nego	Cap2
DEU	LVA	0.172026	-0.466149	0.785198	0.680335	-0.549949	0.627588	0.480825	0.438925	0.217186	-0.428342	0.830574	-0.347928	-1.364466	0.819586	-0.826979	-1.295041	Nego	Cap2
DEU	LTU	0.172026	-0.646296	0.949255	0.842903	-0.712952	0.788696	0.649015	0.615688	0.163939	-0.652467	0.941307	-0.57295	-1.602575	0.932724	-1.056587	-1.531641	Nego	Cap2
DEU	FIN	0.172026	-1.028498	1.283308	1.015832	-1.144198	1.131186	0.805859	0.748009	0.073023	-1.085787	1.195312	-0.887658	-1.99893	1.18037	-1.359171	-1.815743	Nego	Cap2
DEU	FIN	0.172026	-1.028498	1.283308	1.015832	-1.144198	1.131186	0.805859	0.748009	0.073023	-1.085787	1.195312	-0.887658	-1.99893	1.18037	-1.359171	-1.815743	Nego	War1
DEU	SWE	0.172026	-1.028498	1.283308	0.960804	-1.168001	1.13528	0.743025	0.673273	0.00222	-1.125603	1.128963	-0.875637	-2.014732	1.10989	-1.339274	-1.783839	Nego	Cap2
DEU	NOR	0.172026	-1.028498	1.283308	1.023655	-1.140814	1.130603	0.814793	0.758635	0.102283	-1.069057	1.221897	-0.881912	-1.987368	1.207844	-1.35512	-1.814276	Nego	War1
POL	DEU	0.608265	-0.366434	1.388099	0.06292	-1.121723	1.23925	-0.463574	-0.841218	0.172026	-0.709998	1.006285	0.113872	-1.229967	0.714299	-0.438099	-0.698083	SQ	War1
HUN	xxx	0.27651	-0.927487	1.340885	0.873918	-1.133347	1.121298	0.5514	0.44847	0.320722	-0.899416	1.376567	-0.679541	-1.80281	1.349854	-1.157951	-1.609648	Nego	Cap2
ITA	GBR	0.06997	-1.158264	1.25859	-0.165269	-1.747401	1.229842	-0.488586	-0.783155	0.16449	-1.107265	1.339881	0.061992	-1.62946	1.306449	-0.232538	-0.493635	SQ	Acq1
ITA	FRA	0.06997	-1.008315	1.118117	-0.135321	-1.597771	1.089391	-0.458775	-0.753503	0.407934	-0.790217	1.408499	0.048112	-1.408936	1.38182	-0.287925	-0.597284	SQ	Acq1
ITA	DEU	0.06997	-0.556248	0.686253	-0.293477	-1.344762	0.671456	-0.702532	-1.096789	0.172026	-0.472331	0.790894	0.463916	-0.731175	0.739036	0.282635	0.153213	Nego	Acq1
ITA	ALB	0.06997	-0.394879	0.529363	0.440483	-0.491045	0.466122	0.329159	0.281076	0.389245	-0.108649	0.852703	-0.029983	-1.026821	0.846978	-0.494794	-0.95388	Nego	Cap2
ROU	HUN	0.492882	-0.795964	1.511837	-0.099101	-1.494004	1.363007	-0.596951	-0.945971	0.27651	-0.937021	1.348202	-0.07902	-1.561565	1.163146	-0.576348	-0.88862	SQ	Nego
RUS	POL	0.358388	-0.26472	0.932418	0.384802	-0.722158	0.73797	-0.038365	-0.267083	0.608265	-0.038028	1.16432	0.301256	-0.755844	1.063189	-0.158784	-0.517691	Nego	War1
RUS	EST	0.358388	-0.298481	0.960861	0.479639	-0.680602	0.739421	0.067138	-0.123923	0.294146	-0.35403	0.898702	-0.052597	-1.113409	0.812467	-0.518522	-0.898211	Nego	Cap2
RUS	LVA	0.358388	-0.298481	0.960861	0.481746	-0.678929	0.738822	0.069483	-0.120742	0.217186	-0.419546	0.822641	-0.104453	-1.165886	0.731733	-0.568532	-0.941702	Nego	Cap2
RUS	FIN	0.358388	-0.584625	1.191412	0.953672	-0.718485	0.880998	0.576328	0.509398	0.073023	-0.795946	0.921853	-0.636091	-1.702888	0.888502	-1.122913	-1.576384	Nego	War1
EST	POL	0.294146	-0.799062	1.265309	-0.37816	-1.595173	1.205336	-0.836188	-1.234244	0.608265	-0.570317	1.50982	0.625738	-0.995328	1.340689	0.244102	0.031596	Nego	Cap2
EST	POL	0.294146	-0.799062	1.265309	-0.37816	-1.595173	1.205336	-0.836188	-1.234244	0.608265	-0.570317	1.50982	0.625738	-0.995328	1.340689	0.244102	0.031596	Nego	War1
GBR	FRA	0.004938	-0.347995	0.357648	-0.102044	-0.999446	0.355927	-0.429491	-0.755216	0.171738	-0.19613	0.531265	0.258137	-0.571617	0.528181	0.06731	-0.120434	Nego	War1
GBR	CHE	0.004938	-1.082425	1.09008	0.604916	-1.305745	1.086246	0.489421	0.377761	-0.013065	-1.092815	1.072514	-0.60509	-1.867572	1.071402	-0.993581	-1.380959	Nego	Cap2
GBR	PRT	0.004938	-0.464407	0.473887	0.280168	-0.670865	0.469968	0.173021	0.069792	0.280984	-0.22167	0.758357	-0.052114	-1.048658	0.757503	-0.466462	-0.879956	Nego	Cap2
GBR	xxx	0.004938	-0.792821	0.801532	-0.093158	-1.353983	0.799365	-0.375905	-0.656486	0.46513	-0.439096	1.239138	0.280882	-1.010087	1.237019	-0.006731	-0.292227	SQ	Cap2
GBR	ROU	0.004938	-0.948591	0.956782	-0.235579	-1.57438	0.954935	-0.550321	-0.863216	0.639743	-0.492822	1.502259	0.271776	-1.10958	1.500367	-0.038496	-0.346875	SQ	Cap2
GBR	RUS	0.004938	-1.234336	1.241274	-0.335347	-1.871197	1.239481	-0.655571	-0.974002	0.102794	-1.185031	1.327199	0.280035	-1.601858	1.324319	0.068742	-0.139671	Nego	Cap2
GBR	SWE	0.004938	-1.082425	1.09008	0.619713	-1.298934	1.086212	0.50759	0.399335	-0.022727	-1.098367	1.063013	-0.62172	-1.877838	1.061924	-1.012545	-1.402281	Nego	Acq1
GBR	NOR	0.004938	-1.082425	1.09008	0.678568	-1.271843	1.086078	0.579857	0.485148	0.087392	-1.034072	1.168266	-0.652608	-1.860864	1.16741	-1.066859	-1.480255	Nego	Acq1
GBR	DNK	0.004938	-1.119071	1.126565	0.102752	-1.574983	1.123878	-0.127891	-0.355847	0.09851	-1.065947	1.213686	-0.123676	-1.652604	1.211645	-0.419046	-0.712374	Nego	Cap2
CHE	DEU	-0.013065	-1.13413	1.114316	-0.808249	-1.989194	1.116209	-1.233887	-1.661419	0.042412	-1.103168	1.167029	0.824859	-1.25389	1.178125	0.760593	0.685232	Nego	War1
ESP	GBR	-0.040412	-0.771175	0.698403	-0.520246	-1.600426	0.705303	-0.927971	-1.342596	0.004938	-0.737422	0.746293	0.501042	-0.902716	0.780025	0.452127	0.369479	Nego	War1
ESP	FRA	-0.040412	-1.157705	1.096518	-0.815598	-2.005942	1.102651	-1.233584	-1.657702	0.171738	-1.03825	1.291177	0.862788	-1.222154	1.324157	0.803816	0.711864	Nego	Cap2
ESP	FRA	-0.040412	-1.157705	1.096518	-0.815598	-2.005942	1.102651	-1.233584	-1.657702	0.171738	-1.03825	1.291177	0.862788	-1.222154	1.324157	0.803816	0.711864	Nego	Cap2
DEU	USA	0.042412	-1.103168	1.167029	-0.010172	-1.621713	1.146609	-0.289865	-0.549137	-0.434852	-1.353264	0.655127	0.086242	-1.636518	0.624728	-0.085784	-0.227411	Nego	Cap2
DEU	IRL	0.042412	-1.103168	1.167029	0.819658	-1.256181	1.131106	0.707229	0.630722	0.098594	-1.07123	1.218621	-0.772798	-1.940902	1.213094	-1.213162	-1.647998	Nego	Cap2
DEU	PRT	0.042412	-1.204498	1.264215	0.345412	-1.576677	1.237588	0.132695	-0.053394	0.280984	-1.077839	1.459221	-0.45972	-1.834203	1.448888	-0.848235	-1.226417	Nego	Cap2
DEU	HUN	0.042412	-0.237151	0.320779	0.008928	-0.796093	0.302073	-0.289249	-0.56872	0.79822	0.495531	1.071614	0.756785	-0.050968	1.05238	0.464302	0.191052	SQ	Acq1
DEU	HUN	0.042412	-0.237151	0.320779	0.008928	-0.796093	0.302073	-0.289249	-0.56872	0.79822	0.495531	1.071614	0.756785	-0.050968	1.05238	0.464302	0.191052	SQ	Cap2
DEU	xxx	0.042412	-0.966701	1.035457	0.261317	-1.353354	1.009444	0.041977	-0.15135	0.46513	-0.679725	1.405676	-0.221053	-1.459781	1.396348	-0.620409	-1.010437	Nego	War1
DEU	BGR	0.042412	-1.066613	1.13186	0.359935	-1.417731	1.104339	0.156856	-0.018704	0.489018	-0.785091	1.500934	-0.346983	-1.593445	1.492805	-0.759288	-1.163465	Nego	Nego
DEU	ROU	0.042412	-0.516435	0.596452	0.022167	-1.032467	0.575926	-0.256376	-0.514392	0.639743	0.012772	1.176781	0.422567	-0.635173	1.16185	0.083663	-0.24031	SQ	Cap2
DEU	RUS	0.042412	-0.605543	0.683884	0.230679	-0.95702	0.656379	0.027435	-0.148303	0.102794	-0.557031	0.746491	-0.15284	-1.246955	0.73334	-0.510953	-0.855915	Nego	War1
DEU	SWE	0.042412	-1.103168	1.167029	0.821066	-1.255561	1.13108	0.708921	0.632724	-0.022727	-1.139466	1.104955	-0.805847	-1.990822	1.09865	-1.237829	-1.663507	Nego	War1
DEU	DNK	0.042412	-0.592183	0.670792	0.478226	-0.744653	0.634846	0.366045	0.28981	0.09851	-0.546832	0.729061	-0.369984	-1.408225	0.723182	-0.806559	-1.237256	Nego	War1
DEU	TUR	-0.051402	-1.42467	1.361515	0.347629	-1.788568	1.394212	0.198377	0.016428	0.337433	-1.261322	1.641616	-0.580495	-2.026792	1.653672	-0.951175	-1.33391	Nego	Cap1
HUN	ROU	0.79822	0.500827	1.06729	0.821577	0.067059	0.615312	0.152715	-0.064169	0.639743	0.341346	0.916368	0.497367	-0.387323	0.699787	-0.083549	-0.447884	Acq2	Acq1
ITA	FRA	0.493137	-0.540723	1.349228	0.085884	-1.209177	1.185731	-0.411841	-0.746068	0.171738	-0.779654	1.067592	-0.068394	-1.394616	0.877715	-0.565751	-0.873232	SQ	Cap2
ITA	ESP	0.493137	-0.861411	1.550969	0.605277	-1.253428	1.25115	0.109449	-0.086559	-0.040412	-1.175049	1.114526	-0.630328	-1.937135	0.997202	-1.128695	-1.509738	Nego	Cap2
ITA	xxx	0.493137	-0.356676	1.220484	0.463587	-0.836588	0.964009	-0.032844	-0.2728	0.46513	-0.380313	1.196062	-0.032588	-1.159728	1.087283	-0.531074	-0.920781	SQ	Cap2
